sensorid,timestamp,temperature_from_humidity,temperature_from_pressure,humidity,pressure
1984,2022-05-16T10:59:33,42.89524841308594,0,23.737098693847656,0
1984,2022-05-16T10:59:36,42.78258514404297,41.34583282470703,23.54663848876953,1020.17431640625
1984,2022-05-16T10:59:38,42.83891677856445,41.34166717529297,22.99747657775879,1020.198486328125
1984,2022-05-16T10:59:40,42.857696533203125,41.358333587646484,23.5371150970459,1020.19091796875
1984,2022-05-16T10:59:42,42.89524841308594,41.36666488647461,23.778364181518555,1020.19189453125
1984,2022-05-16T10:59:44,42.93280792236328,41.381248474121094,23.46092987060547,1020.17724609375
1984,2022-05-16T10:59:46,42.87647247314453,41.391666412353516,23.705354690551758,1020.17822265625
1984,2022-05-16T10:59:48,42.87647247314453,41.39583206176758,23.387920379638672,1020.180419921875
1984,2022-05-16T10:59:50,42.970359802246094,41.400001525878906,23.441884994506836,1020.193115234375
1984,2022-05-16T10:59:52,42.857696533203125,41.412498474121094,23.562509536743164,1020.18115234375
1984,2022-05-16T10:59:54,42.970359802246094,41.42708206176758,23.613298416137695,1020.194091796875
1984,2022-05-16T10:59:56,43.04547119140625,41.42499923706055,23.489500045776367,1020.1806640625
1984,2022-05-16T10:59:58,43.08302688598633,41.431251525878906,23.527591705322266,1020.19140625
1984,2022-05-16T11:00:00,43.08302688598633,41.44791793823242,23.610124588012695,1020.16650390625
1984,2022-05-16T11:00:02,43.00791549682617,41.45000076293945,23.67043685913086,1020.17333984375
1984,2022-05-16T11:00:04,42.9891357421875,41.46666717529297,23.33395767211914,1020.170654296875
1984,2022-05-16T11:00:06,42.970359802246094,41.47083282470703,23.575206756591797,1020.19140625
1984,2022-05-16T11:00:08,43.026695251464844,41.47708511352539,23.16571617126465,1020.1767578125
1984,2022-05-16T11:00:10,43.064247131347656,41.485416412353516,23.759319305419922,1020.17822265625
1984,2022-05-16T11:00:12,43.101806640625,41.493751525878906,23.683134078979492,1020.1845703125
1984,2022-05-16T11:00:14,43.04547119140625,41.50416564941406,23.80058479309082,1020.177734375
1984,2022-05-16T11:00:16,43.064247131347656,41.51041793823242,23.441884994506836,1020.186279296875
1984,2022-05-16T11:00:18,43.101806640625,41.514583587646484,23.368873596191406,1020.20849609375
1984,2022-05-16T11:00:20,43.064247131347656,41.52083206176758,23.565683364868164,1020.177734375
1984,2022-05-16T11:00:22,43.064247131347656,41.53125,23.705354690551758,1020.18310546875
1984,2022-05-16T11:00:24,43.064247131347656,41.53541564941406,23.55298614501953,1020.166015625
1984,2022-05-16T11:00:26,43.120582580566406,41.545833587646484,23.29903793334961,1020.176025390625
1984,2022-05-16T11:00:28,43.15813446044922,41.56041717529297,23.67043685913086,1020.165771484375
1984,2022-05-16T11:00:30,43.17691421508789,41.56458282470703,23.394268035888672,1020.193115234375
1984,2022-05-16T11:00:32,43.17691421508789,41.57500076293945,23.384746551513672,1020.212646484375
1984,2022-05-16T11:00:34,43.08302688598633,41.57500076293945,23.508544921875,1020.185546875
1984,2022-05-16T11:00:36,43.13935852050781,41.58124923706055,23.524417877197266,1020.17626953125
1984,2022-05-16T11:00:38,43.17691421508789,41.59166717529297,23.4990234375,1020.181640625
1984,2022-05-16T11:00:40,43.17691421508789,41.59791564941406,23.391094207763672,1020.1708984375
1984,2022-05-16T11:00:42,43.101806640625,41.608333587646484,23.229202270507812,1020.190185546875
1984,2022-05-16T11:00:44,43.13935852050781,41.60625076293945,22.514976501464844,1020.177001953125
1984,2022-05-16T11:00:46,43.15813446044922,41.62083435058594,23.264122009277344,1020.198974609375
1984,2022-05-16T11:00:48,43.19569396972656,41.618751525878906,23.368873596191406,1020.20458984375
